borough,major_category,minor_category,year,number_of_cases
Waltham Forest,Drugs,Other Drugs,2008,2
Waltham Forest,Drugs,Other Drugs,2012,4
Waltham Forest,Drugs,Other Drugs,2010,4
Waltham Forest,Drugs,Other Drugs,2016,6
Waltham Forest,Drugs,Other Drugs,2009,6
Waltham Forest,Drugs,Other Drugs,2013,8
Waltham Forest,Drugs,Other Drugs,2015,16
Waltham Forest,Drugs,Other Drugs,2011,2
Waltham Forest,Drugs,Other Drugs,2014,8
Waltham Forest,Theft and Handling,Other Theft,2008,2084
Waltham Forest,Theft and Handling,Other Theft,2012,3642
Waltham Forest,Theft and Handling,Other Theft,2015,2813
Waltham Forest,Theft and Handling,Other Theft,2010,3047
Waltham Forest,Theft and Handling,Other Theft,2014,3018
Waltham Forest,Theft and Handling,Other Theft,2013,3122
Waltham Forest,Theft and Handling,Other Theft,2016,2652
Waltham Forest,Theft and Handling,Other Theft,2011,2963
Waltham Forest,Theft and Handling,Other Theft,2009,2121
Waltham Forest,Sexual Offences,Other Sexual,2012,0
Waltham Forest,Sexual Offences,Other Sexual,2015,0
Waltham Forest,Sexual Offences,Other Sexual,2014,0
Waltham Forest,Sexual Offences,Other Sexual,2013,0
Waltham Forest,Sexual Offences,Other Sexual,2009,0
Waltham Forest,Sexual Offences,Other Sexual,2011,0
Waltham Forest,Sexual Offences,Other Sexual,2016,0
Waltham Forest,Sexual Offences,Other Sexual,2010,0
Waltham Forest,Sexual Offences,Other Sexual,2008,24
Waltham Forest,Violence Against the Person,Wounding/GBH,2011,285
Waltham Forest,Violence Against the Person,Wounding/GBH,2009,318
Waltham Forest,Violence Against the Person,Wounding/GBH,2015,726
Waltham Forest,Violence Against the Person,Wounding/GBH,2014,726
Waltham Forest,Violence Against the Person,Wounding/GBH,2012,240
Waltham Forest,Violence Against the Person,Wounding/GBH,2016,706
Waltham Forest,Violence Against the Person,Wounding/GBH,2008,275
Waltham Forest,Violence Against the Person,Wounding/GBH,2010,216
Waltham Forest,Violence Against the Person,Wounding/GBH,2013,551
Waltham Forest,Violence Against the Person,Common Assault,2009,1336
Waltham Forest,Violence Against the Person,Common Assault,2013,1303
Waltham Forest,Violence Against the Person,Common Assault,2016,2033
Waltham Forest,Violence Against the Person,Common Assault,2012,1247
Waltham Forest,Violence Against the Person,Common Assault,2008,1407
Waltham Forest,Violence Against the Person,Common Assault,2014,1522
Waltham Forest,Violence Against the Person,Common Assault,2011,1287
Waltham Forest,Violence Against the Person,Common Assault,2015,1758
Waltham Forest,Violence Against the Person,Common Assault,2010,1324
Waltham Forest,Other Notifiable Offences,Going Equipped,2009,23
Waltham Forest,Other Notifiable Offences,Going Equipped,2008,12
Waltham Forest,Other Notifiable Offences,Going Equipped,2013,14
Waltham Forest,Other Notifiable Offences,Going Equipped,2010,22
Waltham Forest,Other Notifiable Offences,Going Equipped,2011,15
Waltham Forest,Other Notifiable Offences,Going Equipped,2016,9
Waltham Forest,Other Notifiable Offences,Going Equipped,2015,8
Waltham Forest,Other Notifiable Offences,Going Equipped,2012,18
Waltham Forest,Other Notifiable Offences,Going Equipped,2014,13
Waltham Forest,Violence Against the Person,Other violence,2016,364
Waltham Forest,Violence Against the Person,Other violence,2009,239
Waltham Forest,Violence Against the Person,Other violence,2015,333
Waltham Forest,Violence Against the Person,Other violence,2011,194
Waltham Forest,Violence Against the Person,Other violence,2012,231
Waltham Forest,Violence Against the Person,Other violence,2014,323
Waltham Forest,Violence Against the Person,Other violence,2010,248
Waltham Forest,Violence Against the Person,Other violence,2008,288
Waltham Forest,Violence Against the Person,Other violence,2013,298
Waltham Forest,Drugs,Drug Trafficking,2010,128
Waltham Forest,Drugs,Drug Trafficking,2011,107
Waltham Forest,Drugs,Drug Trafficking,2014,146
Waltham Forest,Drugs,Drug Trafficking,2015,111
Waltham Forest,Drugs,Drug Trafficking,2016,79
Waltham Forest,Drugs,Drug Trafficking,2013,132
Waltham Forest,Drugs,Drug Trafficking,2008,139
Waltham Forest,Drugs,Drug Trafficking,2009,302
Waltham Forest,Drugs,Drug Trafficking,2012,119
Waltham Forest,Violence Against the Person,Offensive Weapon,2009,134
Waltham Forest,Violence Against the Person,Offensive Weapon,2012,120
Waltham Forest,Violence Against the Person,Offensive Weapon,2013,120
Waltham Forest,Violence Against the Person,Offensive Weapon,2016,167
Waltham Forest,Violence Against the Person,Offensive Weapon,2015,170
Waltham Forest,Violence Against the Person,Offensive Weapon,2014,148
Waltham Forest,Violence Against the Person,Offensive Weapon,2010,123
Waltham Forest,Violence Against the Person,Offensive Weapon,2011,115
Waltham Forest,Violence Against the Person,Offensive Weapon,2008,176
Waltham Forest,Other Notifiable Offences,Other Notifiable,2011,251
Waltham Forest,Other Notifiable Offences,Other Notifiable,2010,281
Waltham Forest,Other Notifiable Offences,Other Notifiable,2012,288
Waltham Forest,Other Notifiable Offences,Other Notifiable,2013,307
Waltham Forest,Other Notifiable Offences,Other Notifiable,2009,313
Waltham Forest,Other Notifiable Offences,Other Notifiable,2008,265
Waltham Forest,Other Notifiable Offences,Other Notifiable,2016,435
Waltham Forest,Other Notifiable Offences,Other Notifiable,2015,404
Waltham Forest,Other Notifiable Offences,Other Notifiable,2014,362
Waltham Forest,Theft and Handling,Theft From Shops,2015,1023
Waltham Forest,Theft and Handling,Theft From Shops,2010,1182
Waltham Forest,Theft and Handling,Theft From Shops,2008,910
Waltham Forest,Theft and Handling,Theft From Shops,2012,784
Waltham Forest,Theft and Handling,Theft From Shops,2013,1021
Waltham Forest,Theft and Handling,Theft From Shops,2016,1150
Waltham Forest,Theft and Handling,Theft From Shops,2011,906
Waltham Forest,Theft and Handling,Theft From Shops,2009,1167
Waltham Forest,Theft and Handling,Theft From Shops,2014,907
Waltham Forest,Robbery,Business Property,2011,132
Waltham Forest,Robbery,Business Property,2008,137
Waltham Forest,Robbery,Business Property,2009,161
Waltham Forest,Robbery,Business Property,2013,84
Waltham Forest,Robbery,Business Property,2015,46
Waltham Forest,Robbery,Business Property,2016,57
Waltham Forest,Robbery,Business Property,2014,66
Waltham Forest,Robbery,Business Property,2010,133
Waltham Forest,Robbery,Business Property,2012,95
Waltham Forest,Robbery,Personal Property,2015,597
Waltham Forest,Robbery,Personal Property,2013,897
Waltham Forest,Robbery,Personal Property,2008,1277
Waltham Forest,Robbery,Personal Property,2016,545
Waltham Forest,Robbery,Personal Property,2012,1253
Waltham Forest,Robbery,Personal Property,2009,1364
Waltham Forest,Robbery,Personal Property,2014,648
Waltham Forest,Robbery,Personal Property,2010,1532
Waltham Forest,Robbery,Personal Property,2011,1582
Waltham Forest,Fraud or Forgery,Counted per Victim,2012,0
Waltham Forest,Fraud or Forgery,Counted per Victim,2008,182
Waltham Forest,Fraud or Forgery,Counted per Victim,2015,0
Waltham Forest,Fraud or Forgery,Counted per Victim,2010,0
Waltham Forest,Fraud or Forgery,Counted per Victim,2016,0
Waltham Forest,Fraud or Forgery,Counted per Victim,2011,0
Waltham Forest,Fraud or Forgery,Counted per Victim,2009,0
Waltham Forest,Fraud or Forgery,Counted per Victim,2014,0
Waltham Forest,Fraud or Forgery,Counted per Victim,2013,0
Waltham Forest,Theft and Handling,Other Theft Person,2012,903
Waltham Forest,Theft and Handling,Other Theft Person,2014,592
Waltham Forest,Theft and Handling,Other Theft Person,2013,888
Waltham Forest,Theft and Handling,Other Theft Person,2011,789
Waltham Forest,Theft and Handling,Other Theft Person,2010,878
Waltham Forest,Theft and Handling,Other Theft Person,2016,629
Waltham Forest,Theft and Handling,Other Theft Person,2015,549
Waltham Forest,Theft and Handling,Other Theft Person,2009,715
Waltham Forest,Theft and Handling,Other Theft Person,2008,732
Waltham Forest,Violence Against the Person,Assault with Injury,2014,1596
Waltham Forest,Violence Against the Person,Assault with Injury,2015,1686
Waltham Forest,Violence Against the Person,Assault with Injury,2011,1764
Waltham Forest,Violence Against the Person,Assault with Injury,2012,1697
Waltham Forest,Violence Against the Person,Assault with Injury,2016,1701
Waltham Forest,Violence Against the Person,Assault with Injury,2010,1861
Waltham Forest,Violence Against the Person,Assault with Injury,2008,1863
Waltham Forest,Violence Against the Person,Assault with Injury,2013,1450
Waltham Forest,Violence Against the Person,Assault with Injury,2009,1786
Waltham Forest,Drugs,Possession Of Drugs,2016,957
Waltham Forest,Drugs,Possession Of Drugs,2008,2024
Waltham Forest,Drugs,Possession Of Drugs,2011,1131
Waltham Forest,Drugs,Possession Of Drugs,2013,1552
Waltham Forest,Drugs,Possession Of Drugs,2009,1815
Waltham Forest,Drugs,Possession Of Drugs,2010,1630
Waltham Forest,Drugs,Possession Of Drugs,2014,1206
Waltham Forest,Drugs,Possession Of Drugs,2015,1321
Waltham Forest,Drugs,Possession Of Drugs,2012,1146
Waltham Forest,Theft and Handling,Handling Stolen Goods,2011,40
Waltham Forest,Theft and Handling,Handling Stolen Goods,2010,55
Waltham Forest,Theft and Handling,Handling Stolen Goods,2016,31
Waltham Forest,Theft and Handling,Handling Stolen Goods,2014,45
Waltham Forest,Theft and Handling,Handling Stolen Goods,2012,38
Waltham Forest,Theft and Handling,Handling Stolen Goods,2009,63
Waltham Forest,Theft and Handling,Handling Stolen Goods,2013,43
Waltham Forest,Theft and Handling,Handling Stolen Goods,2008,90
Waltham Forest,Theft and Handling,Handling Stolen Goods,2015,38
Waltham Forest,Criminal Damage,Other Criminal Damage,2012,453
Waltham Forest,Criminal Damage,Other Criminal Damage,2016,575
Waltham Forest,Criminal Damage,Other Criminal Damage,2008,542
Waltham Forest,Criminal Damage,Other Criminal Damage,2010,639
Waltham Forest,Criminal Damage,Other Criminal Damage,2014,481
Waltham Forest,Criminal Damage,Other Criminal Damage,2015,537
Waltham Forest,Criminal Damage,Other Criminal Damage,2011,569
Waltham Forest,Criminal Damage,Other Criminal Damage,2013,418
Waltham Forest,Criminal Damage,Other Criminal Damage,2009,586
Waltham Forest,Fraud or Forgery,Other Fraud & Forgery,2011,0
Waltham Forest,Fraud or Forgery,Other Fraud & Forgery,2013,0
Waltham Forest,Fraud or Forgery,Other Fraud & Forgery,2014,0
Waltham Forest,Fraud or Forgery,Other Fraud & Forgery,2009,0
Waltham Forest,Fraud or Forgery,Other Fraud & Forgery,2010,0
Waltham Forest,Fraud or Forgery,Other Fraud & Forgery,2012,0
Waltham Forest,Fraud or Forgery,Other Fraud & Forgery,2008,54
Waltham Forest,Fraud or Forgery,Other Fraud & Forgery,2016,0
Waltham Forest,Fraud or Forgery,Other Fraud & Forgery,2015,0
Waltham Forest,Burglary,Burglary in a Dwelling,2011,2407
Waltham Forest,Burglary,Burglary in a Dwelling,2016,1293
Waltham Forest,Burglary,Burglary in a Dwelling,2013,1890
Waltham Forest,Burglary,Burglary in a Dwelling,2012,2062
Waltham Forest,Burglary,Burglary in a Dwelling,2010,2414
Waltham Forest,Burglary,Burglary in a Dwelling,2014,1755
Waltham Forest,Burglary,Burglary in a Dwelling,2009,2333
Waltham Forest,Burglary,Burglary in a Dwelling,2008,1979
Waltham Forest,Burglary,Burglary in a Dwelling,2015,1390
Waltham Forest,Theft and Handling,Theft From Motor Vehicle,2012,2736
Waltham Forest,Theft and Handling,Theft From Motor Vehicle,2008,2917
Waltham Forest,Theft and Handling,Theft From Motor Vehicle,2010,2795
Waltham Forest,Theft and Handling,Theft From Motor Vehicle,2015,1672
Waltham Forest,Theft and Handling,Theft From Motor Vehicle,2016,1520
Waltham Forest,Theft and Handling,Theft From Motor Vehicle,2014,1641
Waltham Forest,Theft and Handling,Theft From Motor Vehicle,2011,2789
Waltham Forest,Theft and Handling,Theft From Motor Vehicle,2009,3175
Waltham Forest,Theft and Handling,Theft From Motor Vehicle,2013,2638
Waltham Forest,Burglary,Burglary in Other Buildings,2013,811
Waltham Forest,Burglary,Burglary in Other Buildings,2014,717
Waltham Forest,Burglary,Burglary in Other Buildings,2008,1195
Waltham Forest,Burglary,Burglary in Other Buildings,2011,940
Waltham Forest,Burglary,Burglary in Other Buildings,2010,1012
Waltham Forest,Burglary,Burglary in Other Buildings,2009,1066
Waltham Forest,Burglary,Burglary in Other Buildings,2015,840
Waltham Forest,Burglary,Burglary in Other Buildings,2016,580
Waltham Forest,Burglary,Burglary in Other Buildings,2012,881
Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,2014,430
Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,2011,647
Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,2008,744
Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,2013,447
Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,2016,473
Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,2010,644
Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,2015,451
Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,2012,492
Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,2009,718
Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,2016,373
Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,2009,496
Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,2015,263
Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,2013,365
Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,2012,429
Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,2008,328
Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,2014,285
Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,2011,473
Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,2010,426
Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,2015,687
Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,2011,1681
Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,692
Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,2009,973
Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,2014,805
Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,2012,1103
Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,2010,1155
Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,2008,1123
Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,2013,935
Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,2010,1034
Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,2009,1351
Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,2014,693
Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,2016,791
Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,2008,1616
Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,2015,801
Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,2013,774
Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,2012,811
Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,2011,917
Waltham Forest,Criminal Damage,Criminal Damage To Other Building,2014,126
Waltham Forest,Criminal Damage,Criminal Damage To Other Building,2010,247
Waltham Forest,Criminal Damage,Criminal Damage To Other Building,2012,208
Waltham Forest,Criminal Damage,Criminal Damage To Other Building,2015,198
Waltham Forest,Criminal Damage,Criminal Damage To Other Building,2016,150
Waltham Forest,Criminal Damage,Criminal Damage To Other Building,2008,258
Waltham Forest,Criminal Damage,Criminal Damage To Other Building,2013,156
Waltham Forest,Criminal Damage,Criminal Damage To Other Building,2009,269
Waltham Forest,Criminal Damage,Criminal Damage To Other Building,2011,213
Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,2014,186
Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,2010,188
Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,2008,69
Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,2009,103
Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,2016,310
Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,2012,238
Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,2011,222
Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,2015,291
Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,2013,228
Barking and Dagenham,Sexual Offences,Rape,2011,0
Barking and Dagenham,Sexual Offences,Rape,2014,0
Barking and Dagenham,Sexual Offences,Rape,2010,0
Barking and Dagenham,Sexual Offences,Rape,2009,0
Barking and Dagenham,Sexual Offences,Rape,2016,0
Barking and Dagenham,Sexual Offences,Rape,2008,4
Barking and Dagenham,Sexual Offences,Rape,2012,0
Barking and Dagenham,Sexual Offences,Rape,2013,0
Barking and Dagenham,Sexual Offences,Rape,2015,0
Barking and Dagenham,Violence Against the Person,Murder,2016,5
Barking and Dagenham,Violence Against the Person,Murder,2008,0
Barking and Dagenham,Violence Against the Person,Murder,2013,3
Barking and Dagenham,Violence Against the Person,Murder,2009,3
Barking and Dagenham,Violence Against the Person,Murder,2015,2
Barking and Dagenham,Violence Against the Person,Murder,2014,3
Barking and Dagenham,Violence Against the Person,Murder,2010,3
Barking and Dagenham,Violence Against the Person,Murder,2011,1
Barking and Dagenham,Violence Against the Person,Murder,2012,0
Barking and Dagenham,Violence Against the Person,Harassment,2009,1316
Barking and Dagenham,Violence Against the Person,Harassment,2014,1355
